ORDERDATE,SHIPADDRESS,REQUIREDDATE,SHIPNAME,SHIPCOUNTRY,SHIPPEDDATE,EMPLOYEEID,SHIPREGION,FREIGHT,ORDERID,SHIPVIA,SHIPPOSTALCODE,CUSTOMERID,SHIPCITY,SITEID
09/25/1995 12:00:00 AM,Obere Str. 57,10/23/1995 12:00:00 AM,Alfreds Futterkiste,Germany,10/03/1995 12:00:00 AM,6,,29.46,10643,1,12209,GERMN,Berlin,1
09/25/1995 12:00:00 AM,"Rua do Mercado, 12",10/23/1995 12:00:00 AM,Wellington Importadora,Brazil,10/02/1995 12:00:00 AM,3,SP,0.14,10644,2,08737-363,BRAZL,Resende,9
09/26/1995 12:00:00 AM,"Rua do Paço, 67",10/24/1995 12:00:00 AM,Hanari Carnes,Brazil,10/03/1995 12:00:00 AM,4,RJ,12.41,10645,1,05454-876,BRAZL,Rio de Janeiro,4
09/27/1995 12:00:00 AM,8 Johnstown Road,11/08/1995 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,10/04/1995 12:00:00 AM,9,Co. Cork,142.33,10646,3,,IRLND,Cork,1
09/27/1995 12:00:00 AM,"Rua da Panificadora, 12",10/11/1995 12:00:00 AM,Que Delícia,Brazil,10/04/1995 12:00:00 AM,4,RJ,45.54,10647,2,02389-673,BRAZL,Rio de Janeiro,5
09/28/1995 12:00:00 AM,"Av. Copacabana, 267",11/09/1995 12:00:00 AM,Ricardo Adocicados,Brazil,10/10/1995 12:00:00 AM,5,RJ,14.25,10648,2,02389-890,BRAZL,Rio de Janeiro,7
09/28/1995 12:00:00 AM,Rue Joseph-Bens 532,10/26/1995 12:00:00 AM,Maison Dewey,Belgium,09/29/1995 12:00:00 AM,5,,6.2,10649,3,B-1180,BELGM,Bruxelles,1
09/29/1995 12:00:00 AM,"Rua Orós, 92",10/27/1995 12:00:00 AM,Familia Arquibaldo,Brazil,10/04/1995 12:00:00 AM,5,SP,176.81,10650,3,05442-030,BRAZL,São Paulo,2
10/02/1995 12:00:00 AM,Adenauerallee 900,10/30/1995 12:00:00 AM,Die Wandernde Kuh,Germany,10/12/1995 12:00:00 AM,8,,20.6,10651,2,70563,GERMN,Stuttgart,3
10/02/1995 12:00:00 AM,"Av. Brasil, 442",10/30/1995 12:00:00 AM,Gourmet Lanchonetes,Brazil,10/09/1995 12:00:00 AM,4,SP,7.14,10652,2,04876-786,BRAZL,Campinas,3
10/03/1995 12:00:00 AM,Berguvsvägen  8,10/31/1995 12:00:00 AM,Berglunds snabbköp,Sweden,10/12/1995 12:00:00 AM,5,,55.26,10654,1,S-958 22,SWEDN,Luleå,1
10/03/1995 12:00:00 AM,Berliner Platz 43,10/31/1995 12:00:00 AM,Frankenversand,Germany,10/20/1995 12:00:00 AM,1,,93.25,10653,1,80805,GERMN,München,5
10/04/1995 12:00:00 AM,Strada Provinciale 124,11/01/1995 12:00:00 AM,Reggiani Caseifici,Italy,10/12/1995 12:00:00 AM,1,,4.41,10655,2,42100,ITALY,Reggio Emilia,3
10/05/1995 12:00:00 AM,187 Suffolk Ln.,11/02/1995 12:00:00 AM,Save-a-lot Markets,USA,10/16/1995 12:00:00 AM,2,ID,352.69,10657,2,83720,USADI,Boise,8
10/05/1995 12:00:00 AM,2732 Baker Blvd.,11/02/1995 12:00:00 AM,Great Lakes Food Market,USA,10/11/1995 12:00:00 AM,6,OR,57.15,10656,1,97403,USADI,Eugene,1
10/06/1995 12:00:00 AM,"Alameda dos Canàrios, 891",11/03/1995 12:00:00 AM,Queen Cozinha,Brazil,10/11/1995 12:00:00 AM,7,SP,105.81,10659,2,05487-020,BRAZL,São Paulo,6
10/06/1995 12:00:00 AM,Taucherstraße 10,11/03/1995 12:00:00 AM,QUICK-Stop,Germany,10/09/1995 12:00:00 AM,4,,364.15,10658,1,01307,GERMN,Cunewalde,10
10/09/1995 12:00:00 AM,"City Center Plaza, 516 Main St.",11/06/1995 12:00:00 AM,Hungry Coyote Import Store,USA,11/15/1995 12:00:00 AM,8,OR,111.29,10660,1,97827,USADI,Elgin,2
10/10/1995 12:00:00 AM,8 Johnstown Road,11/07/1995 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,10/16/1995 12:00:00 AM,7,Co. Cork,17.55,10661,3,,IRLND,Cork,1
10/10/1995 12:00:00 AM,89 Chiaroscuro Rd.,11/07/1995 12:00:00 AM,Lonesome Pine Restaurant,USA,10/19/1995 12:00:00 AM,3,OR,1.28,10662,2,97219,USADI,Portland,5
10/11/1995 12:00:00 AM,"12, rue des Bouchers",10/25/1995 12:00:00 AM,Bon app',France,11/03/1995 12:00:00 AM,2,,113.15,10663,2,13008,FRANC,Marseille,2
10/11/1995 12:00:00 AM,Jardim das rosas n. 32,11/08/1995 12:00:00 AM,Furia Bacalhau e Frutos do Mar,Portugal,10/20/1995 12:00:00 AM,1,,1.27,10664,3,1675,PORTU,Lisboa,1
10/12/1995 12:00:00 AM,89 Chiaroscuro Rd.,11/09/1995 12:00:00 AM,Lonesome Pine Restaurant,USA,10/18/1995 12:00:00 AM,1,OR,26.31,10665,2,97219,USADI,Portland,5
10/13/1995 12:00:00 AM,Kirchgasse 6,11/10/1995 12:00:00 AM,Ernst Handel,Austria,10/20/1995 12:00:00 AM,7,,78.09,10667,1,8010,AUSTR,Graz,1
10/13/1995 12:00:00 AM,Starenweg 5,11/10/1995 12:00:00 AM,Richter Supermarkt,Switzerland,10/23/1995 12:00:00 AM,7,,232.42,10666,2,1204,SWISS,Genève,2
10/16/1995 12:00:00 AM,Adenauerallee 900,11/13/1995 12:00:00 AM,Die Wandernde Kuh,Germany,10/24/1995 12:00:00 AM,1,,47.22,10668,2,70563,GERMN,Stuttgart,3
10/16/1995 12:00:00 AM,Vinbæltet 34,11/13/1995 12:00:00 AM,Simons bistro,Denmark,10/23/1995 12:00:00 AM,2,,24.39,10669,1,1734,DENMR,København,1
10/17/1995 12:00:00 AM,Berliner Platz 43,11/14/1995 12:00:00 AM,Frankenversand,Germany,10/19/1995 12:00:00 AM,4,,203.48,10670,1,80805,GERMN,München,5
10/18/1995 12:00:00 AM,"54, rue Royale",11/15/1995 12:00:00 AM,France restauration,France,10/25/1995 12:00:00 AM,1,,30.34,10671,1,44000,FRANC,Nantes,5
10/18/1995 12:00:00 AM,Berguvsvägen  8,11/01/1995 12:00:00 AM,Berglunds snabbköp,Sweden,10/27/1995 12:00:00 AM,9,,95.75,10672,2,S-958 22,SWEDN,Luleå,1
10/19/1995 12:00:00 AM,"Garden House, Crowther Way",11/16/1995 12:00:00 AM,Island Trading,UK,10/31/1995 12:00:00 AM,4,Isle of Wight,0.9,10674,2,PO31 7PJ,UKDST,Cowes,5
10/19/1995 12:00:00 AM,Keskuskatu 45,11/16/1995 12:00:00 AM,Wilman Kala,Finland,10/20/1995 12:00:00 AM,2,,22.76,10673,1,21240,FNLND,Helsinki,2
10/20/1995 12:00:00 AM,Berliner Platz 43,11/17/1995 12:00:00 AM,Frankenversand,Germany,10/24/1995 12:00:00 AM,5,,31.85,10675,2,80805,GERMN,München,5
10/23/1995 12:00:00 AM,Avda. Azteca 123,11/20/1995 12:00:00 AM,Tortuga Restaurante,Mexico,10/30/1995 12:00:00 AM,2,,2.01,10676,2,05033,MEXIC,México D.F.,5
10/23/1995 12:00:00 AM,Mataderos  2312,11/20/1995 12:00:00 AM,Antonio Moreno Taquería,Mexico,10/27/1995 12:00:00 AM,1,,4.03,10677,3,05023,MEXIC,México D.F.,2
10/24/1995 12:00:00 AM,187 Suffolk Ln.,11/21/1995 12:00:00 AM,Save-a-lot Markets,USA,11/16/1995 12:00:00 AM,7,ID,388.98,10678,3,83720,USADI,Boise,8
10/24/1995 12:00:00 AM,"24, place Kléber",11/21/1995 12:00:00 AM,Blondel père et fils,France,10/31/1995 12:00:00 AM,8,,27.94,10679,3,67000,FRANC,Strasbourg,1
10/25/1995 12:00:00 AM,2743 Bering St.,11/22/1995 12:00:00 AM,Old World Delicatessen,USA,10/27/1995 12:00:00 AM,1,AK,26.61,10680,1,99508,USADI,Anchorage,6
10/26/1995 12:00:00 AM,2732 Baker Blvd.,11/23/1995 12:00:00 AM,Great Lakes Food Market,USA,10/31/1995 12:00:00 AM,3,OR,76.13,10681,3,97403,USADI,Eugene,1
10/26/1995 12:00:00 AM,Mataderos  2312,11/23/1995 12:00:00 AM,Antonio Moreno Taquería,Mexico,11/01/1995 12:00:00 AM,3,,36.13,10682,2,05023,MEXIC,México D.F.,2
10/27/1995 12:00:00 AM,"67, rue des Cinquante Otages",11/24/1995 12:00:00 AM,Du monde entier,France,11/01/1995 12:00:00 AM,2,,4.4,10683,1,44000,FRANC,Nantes,3
10/27/1995 12:00:00 AM,Mehrheimerstr. 369,11/24/1995 12:00:00 AM,Ottilies Käseladen,Germany,10/31/1995 12:00:00 AM,3,,145.63,10684,1,50739,GERMN,Köln,9
10/30/1995 12:00:00 AM,"Av. Brasil, 442",11/13/1995 12:00:00 AM,Gourmet Lanchonetes,Brazil,11/03/1995 12:00:00 AM,4,SP,33.75,10685,2,04876-786,BRAZL,Campinas,3
10/31/1995 12:00:00 AM,8 Johnstown Road,11/28/1995 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,11/30/1995 12:00:00 AM,9,Co. Cork,296.43,10687,2,,IRLND,Cork,1
10/31/1995 12:00:00 AM,Geislweg 14,11/28/1995 12:00:00 AM,Piccolo und mehr,Austria,11/08/1995 12:00:00 AM,2,,96.5,10686,1,5020,AUSTR,Salzburg,2
11/01/1995 12:00:00 AM,Berguvsvägen  8,11/29/1995 12:00:00 AM,Berglunds snabbköp,Sweden,11/07/1995 12:00:00 AM,1,,13.42,10689,2,S-958 22,SWEDN,Luleå,1
11/01/1995 12:00:00 AM,Smagsløget 45,11/15/1995 12:00:00 AM,Vaffeljernet,Denmark,11/07/1995 12:00:00 AM,4,,299.09,10688,2,8200,DENMR,Århus,2
11/02/1995 12:00:00 AM,"Rua do Paço, 67",11/30/1995 12:00:00 AM,Hanari Carnes,Brazil,11/03/1995 12:00:00 AM,1,RJ,15.8,10690,1,05454-876,BRAZL,Rio de Janeiro,4
11/03/1995 12:00:00 AM,Obere Str. 57,12/01/1995 12:00:00 AM,Alfred's Futterkiste,Germany,11/13/1995 12:00:00 AM,4,,61.02,10692,2,12209,GERMN,Berlin,1
11/03/1995 12:00:00 AM,Taucherstraße 10,12/15/1995 12:00:00 AM,QUICK-Stop,Germany,11/22/1995 12:00:00 AM,2,,810.05,10691,2,01307,GERMN,Cunewalde,10
11/06/1995 12:00:00 AM,1029 - 12th Ave. S.,11/20/1995 12:00:00 AM,White Clover Markets,USA,11/10/1995 12:00:00 AM,3,WA,139.34,10693,3,98124,USADI,Seattle,13
11/06/1995 12:00:00 AM,Taucherstraße 10,12/04/1995 12:00:00 AM,QUICK-Stop,Germany,11/09/1995 12:00:00 AM,8,,398.36,10694,3,01307,GERMN,Cunewalde,10
11/07/1995 12:00:00 AM,Keskuskatu 45,12/19/1995 12:00:00 AM,Wilman Kala,Finland,11/14/1995 12:00:00 AM,7,,16.72,10695,1,21240,FNLND,Helsinki,2
11/08/1995 12:00:00 AM,1029 - 12th Ave. S.,12/20/1995 12:00:00 AM,White Clover Markets,USA,11/14/1995 12:00:00 AM,8,WA,102.55,10696,3,98124,USADI,Seattle,13
11/08/1995 12:00:00 AM,Ave. 5 de Mayo Porlamar,12/06/1995 12:00:00 AM,LINO-Delicateses,Venezuela,11/14/1995 12:00:00 AM,3,Nueva Esparta,45.52,10697,1,4980,VENEZ,I. de Margarita,4
11/09/1995 12:00:00 AM,Heerstr. 22,12/07/1995 12:00:00 AM,Morgenstern Gesundkost,Germany,11/13/1995 12:00:00 AM,3,,0.58,10699,3,04179,GERMN,Leipzig,8
11/09/1995 12:00:00 AM,Kirchgasse 6,12/07/1995 12:00:00 AM,Ernst Handel,Austria,11/17/1995 12:00:00 AM,4,,272.47,10698,1,8010,AUSTR,Graz,1
11/10/1995 12:00:00 AM,187 Suffolk Ln.,12/08/1995 12:00:00 AM,Save-a-lot Markets,USA,11/16/1995 12:00:00 AM,3,ID,65.1,10700,1,83720,USADI,Boise,8
11/13/1995 12:00:00 AM,8 Johnstown Road,11/27/1995 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,11/15/1995 12:00:00 AM,6,Co. Cork,220.31,10701,3,,IRLND,Cork,1
11/13/1995 12:00:00 AM,Obere Str. 57,12/25/1995 12:00:00 AM,Alfred's Futterkiste,Germany,11/21/1995 12:00:00 AM,4,,23.94,10702,1,12209,GERMN,Berlin,1
11/14/1995 12:00:00 AM,"Alameda dos Canàrios, 891",12/12/1995 12:00:00 AM,Queen Cozinha,Brazil,12/08/1995 12:00:00 AM,6,SP,4.78,10704,1,05487-020,BRAZL,São Paulo,6
11/14/1995 12:00:00 AM,Åkergatan 24,12/12/1995 12:00:00 AM,Folk och fä HB,Sweden,11/20/1995 12:00:00 AM,6,,152.3,10703,2,S-844 67,SWEDN,Bräcke,2
11/15/1995 12:00:00 AM,Carrera 22 con Ave. Carlos Soublette #8-35,12/13/1995 12:00:00 AM,HILARIÓN-Abastos,Venezuela,12/19/1995 12:00:00 AM,9,Táchira,3.52,10705,2,5022,VENEZ,San Cristóbal,2
11/16/1995 12:00:00 AM,2743 Bering St.,12/14/1995 12:00:00 AM,Old World Delicatessen,USA,11/21/1995 12:00:00 AM,8,AK,135.63,10706,3,99508,USADI,Anchorage,6
11/16/1995 12:00:00 AM,"Brook Farm, Stratford St. Mary",11/30/1995 12:00:00 AM,Around the Horn,UK,11/23/1995 12:00:00 AM,4,Essex,21.74,10707,3,CO7 6JX,UKDST,Colchester,1
11/17/1995 12:00:00 AM,"89 Jefferson Way, Suite 2",12/29/1995 12:00:00 AM,The Big Cheese,USA,12/06/1995 12:00:00 AM,6,OR,2.96,10708,2,97201,USADI,Portland,10
11/17/1995 12:00:00 AM,"Av. Brasil, 442",12/15/1995 12:00:00 AM,Gourmet Lanchonetes,Brazil,12/21/1995 12:00:00 AM,1,SP,210.8,10709,3,04876-786,BRAZL,Campinas,3
11/20/1995 12:00:00 AM,Via Monte Bianco 34,12/18/1995 12:00:00 AM,Franchi S.p.A.,Italy,11/23/1995 12:00:00 AM,1,,4.98,10710,1,10100,ITALY,Torino,1
11/21/1995 12:00:00 AM,187 Suffolk Ln.,01/02/1996 12:00:00 AM,Save-a-lot Markets,USA,11/29/1995 12:00:00 AM,5,ID,52.41,10711,2,83720,USADI,Boise,8
11/21/1995 12:00:00 AM,8 Johnstown Road,12/19/1995 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,12/01/1995 12:00:00 AM,3,Co. Cork,89.93,10712,1,,IRLND,Cork,1
11/22/1995 12:00:00 AM,187 Suffolk Ln.,12/20/1995 12:00:00 AM,Save-a-lot Markets,USA,11/24/1995 12:00:00 AM,1,ID,167.05,10713,1,83720,USADI,Boise,8
11/22/1995 12:00:00 AM,187 Suffolk Ln.,12/20/1995 12:00:00 AM,Save-a-lot Markets,USA,11/27/1995 12:00:00 AM,5,ID,24.49,10714,3,83720,USADI,Boise,8
11/23/1995 12:00:00 AM,"12, rue des Bouchers",12/07/1995 12:00:00 AM,Bon app',France,11/29/1995 12:00:00 AM,3,,63.2,10715,1,13008,FRANC,Marseille,2
11/24/1995 12:00:00 AM,Av. del Libertador 900,12/22/1995 12:00:00 AM,Rancho grande,Argentina,11/27/1995 12:00:00 AM,4,,22.57,10716,2,1010,ARGEN,Buenos Aires,3
11/24/1995 12:00:00 AM,Berliner Platz 43,12/22/1995 12:00:00 AM,Frankenversand,Germany,11/29/1995 12:00:00 AM,1,,59.25,10717,2,80805,GERMN,München,5
11/27/1995 12:00:00 AM,"87 Polk St., Suite 5",12/25/1995 12:00:00 AM,Let's Stop N Shop,USA,12/06/1995 12:00:00 AM,8,CA,51.44,10719,2,94117,USADI,San Francisco,4
11/27/1995 12:00:00 AM,Maubelstr. 90,12/25/1995 12:00:00 AM,Königlich Essen,Germany,11/29/1995 12:00:00 AM,1,,170.88,10718,3,14776,GERMN,Brandenburg,6
11/28/1995 12:00:00 AM,"Rua da Panificadora, 12",12/12/1995 12:00:00 AM,Que Delícia,Brazil,12/06/1995 12:00:00 AM,8,RJ,9.53,10720,2,02389-673,BRAZL,Rio de Janeiro,5
11/29/1995 12:00:00 AM,187 Suffolk Ln.,01/10/1996 12:00:00 AM,Save-a-lot Markets,USA,12/05/1995 12:00:00 AM,8,ID,74.58,10722,1,83720,USADI,Boise,8
11/29/1995 12:00:00 AM,Taucherstraße 10,12/27/1995 12:00:00 AM,QUICK-Stop,Germany,12/01/1995 12:00:00 AM,5,,48.92,10721,3,01307,GERMN,Cunewalde,10
11/30/1995 12:00:00 AM,1029 - 12th Ave. S.,12/28/1995 12:00:00 AM,White Clover Markets,USA,12/26/1995 12:00:00 AM,3,WA,21.72,10723,1,98124,USADI,Seattle,13
11/30/1995 12:00:00 AM,43 rue St. Laurent,01/11/1996 12:00:00 AM,Mère Paillarde,Canada,12/06/1995 12:00:00 AM,8,Québec,57.75,10724,2,H1J 1C3,CANAD,Montréal,3
12/01/1995 12:00:00 AM,"Rua Orós, 92",12/29/1995 12:00:00 AM,Familia Arquibaldo,Brazil,12/06/1995 12:00:00 AM,4,SP,10.83,10725,3,05442-030,BRAZL,São Paulo,2
12/04/1995 12:00:00 AM,35 King George,12/18/1995 12:00:00 AM,Eastern Connection,UK,01/05/1996 12:00:00 AM,4,,16.56,10726,1,WX3 6FW,UKDST,London,4
12/04/1995 12:00:00 AM,Strada Provinciale 124,01/01/1996 12:00:00 AM,Reggiani Caseifici,Italy,01/05/1996 12:00:00 AM,2,,89.9,10727,1,42100,ITALY,Reggio Emilia,3
12/05/1995 12:00:00 AM,"Alameda dos Canàrios, 891",01/02/1996 12:00:00 AM,Queen Cozinha,Brazil,12/12/1995 12:00:00 AM,4,SP,58.33,10728,2,05487-020,BRAZL,São Paulo,6
12/05/1995 12:00:00 AM,Ave. 5 de Mayo Porlamar,01/16/1996 12:00:00 AM,LINO-Delicateses,Venezuela,12/15/1995 12:00:00 AM,8,Nueva Esparta,141.06,10729,3,4980,VENEZ,I. de Margarita,4
12/06/1995 12:00:00 AM,"12, rue des Bouchers",01/03/1996 12:00:00 AM,Bon app',France,12/15/1995 12:00:00 AM,5,,20.12,10730,1,13008,FRANC,Marseille,2
12/07/1995 12:00:00 AM,"12, rue des Bouchers",01/04/1996 12:00:00 AM,Bon app',France,12/08/1995 12:00:00 AM,3,,16.97,10732,1,13008,FRANC,Marseille,2
12/07/1995 12:00:00 AM,Hauptstr. 31,01/04/1996 12:00:00 AM,Chop-suey Chinese,Switzerland,12/15/1995 12:00:00 AM,7,,96.65,10731,1,3012,SWISS,Bern,1
12/08/1995 12:00:00 AM,"Av. Brasil, 442",01/05/1996 12:00:00 AM,Gourmet Lanchonetes,Brazil,12/13/1995 12:00:00 AM,2,SP,1.63,10734,3,04876-786,BRAZL,Campinas,3
12/08/1995 12:00:00 AM,Berguvsvägen  8,01/05/1996 12:00:00 AM,Berglunds snabbköp,Sweden,12/11/1995 12:00:00 AM,1,,110.11,10733,3,S-958 22,SWEDN,Luleå,1
12/11/1995 12:00:00 AM,"87 Polk St., Suite 5",01/08/1996 12:00:00 AM,Let's Stop N Shop,USA,12/22/1995 12:00:00 AM,6,CA,45.97,10735,2,94117,USADI,San Francisco,4
12/12/1995 12:00:00 AM,59 rue de l'Abbaye,01/09/1996 12:00:00 AM,Vins et alcools Chevalier,France,12/19/1995 12:00:00 AM,2,,7.79,10737,2,51100,FRANC,Reims,11
12/12/1995 12:00:00 AM,8 Johnstown Road,01/09/1996 12:00:00 AM,Hungry Owl All-Night Grocers,Ireland,12/22/1995 12:00:00 AM,9,Co. Cork,44.1,10736,2,,IRLND,Cork,1
12/13/1995 12:00:00 AM,"25, rue Lauriston",01/10/1996 12:00:00 AM,Spécialités du monde,France,12/19/1995 12:00:00 AM,2,,2.91,10738,1,75016,FRANC,Paris,9
12/13/1995 12:00:00 AM,59 rue de l'Abbaye,01/10/1996 12:00:00 AM,Vins et alcools Chevalier,France,12/18/1995 12:00:00 AM,3,,11.08,10739,3,51100,FRANC,Reims,11
12/14/1995 12:00:00 AM,1029 - 12th Ave. S.,01/11/1996 12:00:00 AM,White Clover Markets,USA,12/26/1995 12:00:00 AM,4,WA,81.88,10740,2,98124,USADI,Seattle,13
12/15/1995 12:00:00 AM,23 Tsawassen Blvd.,01/12/1996 12:00:00 AM,Bottom-Dollar Markets,Canada,12/19/1995 12:00:00 AM,3,BC,243.73,10742,3,T2F 8M4,CANAD,Tsawassen,1
12/15/1995 12:00:00 AM,"Brook Farm, Stratford St. Mary",12/29/1995 12:00:00 AM,Around the Horn,UK,12/19/1995 12:00:00 AM,4,Essex,10.96,10741,3,CO7 6JX,UKDST,Colchester,1
12/18/1995 12:00:00 AM,"Brook Farm, Stratford St. Mary",01/15/1996 12:00:00 AM,Around the Horn,UK,12/22/1995 12:00:00 AM,1,Essex,23.72,10743,2,CO7 6JX,UKDST,Colchester,1
12/18/1995 12:00:00 AM,Smagsløget 45,01/15/1996 12:00:00 AM,Vaffeljernet,Denmark,12/25/1995 12:00:00 AM,6,,69.19,10744,1,8200,DENMR,Århus,2
12/19/1995 12:00:00 AM,Taucherstraße 10,01/16/1996 12:00:00 AM,QUICK-Stop,Germany,12/28/1995 12:00:00 AM,9,,3.52,10745,1,01307,GERMN,Cunewalde,10
12/20/1995 12:00:00 AM,Geislweg 14,01/17/1996 12:00:00 AM,Piccolo und mehr,Austria,12/27/1995 12:00:00 AM,6,,117.33,10747,1,5020,AUSTR,Salzburg,2
12/20/1995 12:00:00 AM,Hauptstr. 31,01/17/1996 12:00:00 AM,Chop-suey Chinese,Switzerland,12/22/1995 12:00:00 AM,1,,31.43,10746,3,3012,SWISS,Bern,1
12/21/1995 12:00:00 AM,187 Suffolk Ln.,01/18/1996 12:00:00 AM,Save-a-lot Markets,USA,12/29/1995 12:00:00 AM,3,ID,232.55,10748,1,83720,USADI,Boise,8
12/21/1995 12:00:00 AM,"Garden House, Crowther Way",01/18/1996 12:00:00 AM,Island Trading,UK,01/19/1996 12:00:00 AM,4,Isle of Wight,61.53,10749,2,PO31 7PJ,UKDST,Cowes,5
12/22/1995 12:00:00 AM,Torikatu 38,01/19/1996 12:00:00 AM,Wartian Herkku,Finland,12/25/1995 12:00:00 AM,9,,79.3,10750,1,90110,FNLND,Oulu,1
12/25/1995 12:00:00 AM,"South House, 300 Queensbridge",01/22/1996 12:00:00 AM,North/South,UK,12/29/1995 12:00:00 AM,2,,1.39,10752,3,SW7 1RZ,UKDST,London,6
12/25/1995 12:00:00 AM,Starenweg 5,01/22/1996 12:00:00 AM,Richter Supermarkt,Switzerland,01/03/1996 12:00:00 AM,3,,130.79,10751,3,1204,SWISS,Genève,2
12/26/1995 12:00:00 AM,Via Ludovico il Moro 22,01/23/1996 12:00:00 AM,Magazzini Alimentari Riuniti,Italy,12/28/1995 12:00:00 AM,6,,2.38,10754,3,24100,ITALY,Bergamo,2
12/26/1995 12:00:00 AM,Via Monte Bianco 34,01/23/1996 12:00:00 AM,Franchi S.p.A.,Italy,12/28/1995 12:00:00 AM,3,,7.7,10753,1,10100,ITALY,Torino,1
12/27/1995 12:00:00 AM,"12, rue des Bouchers",01/24/1996 12:00:00 AM,Bon app',France,12/29/1995 12:00:00 AM,4,,16.71,10755,2,13008,FRANC,Marseille,2
12/28/1995 12:00:00 AM,187 Suffolk Ln.,01/25/1996 12:00:00 AM,Save-a-lot Markets,USA,01/15/1996 12:00:00 AM,6,ID,8.19,10757,1,83720,USADI,Boise,8
12/28/1995 12:00:00 AM,P.O. Box 555,01/25/1996 12:00:00 AM,Split Rail Beer & Ale,USA,01/02/1996 12:00:00 AM,8,WY,73.21,10756,2,82520,USADI,Lander,9
12/29/1995 12:00:00 AM,Avda. de la Constitución 2222,01/26/1996 12:00:00 AM,Ana Trujillo Emparedados y helados,Mexico,01/12/1996 12:00:00 AM,3,,11.99,10759,3,05021,MEXIC,México D.F.,1
12/29/1995 12:00:00 AM,Starenweg 5,01/26/1996 12:00:00 AM,Richter Supermarkt,Switzerland,01/04/1996 12:00:00 AM,3,,138.17,10758,3,1204,SWISS,Genève,2
01/01/1996 12:00:00 AM,Rue Joseph-Bens 532,01/29/1996 12:00:00 AM,Maison Dewey,Belgium,01/10/1996 12:00:00 AM,4,,155.64,10760,1,B-1180,BELGM,Bruxelles,1
01/02/1996 12:00:00 AM,2817 Milton Dr.,01/30/1996 12:00:00 AM,Rattlesnake Canyon Grocery,USA,01/08/1996 12:00:00 AM,5,NM,18.66,10761,2,87110,USADI,Albuquerque,7
01/02/1996 12:00:00 AM,Åkergatan 24,01/30/1996 12:00:00 AM,Folk och fä HB,Sweden,01/09/1996 12:00:00 AM,3,,328.74,10762,1,S-844 67,SWEDN,Bräcke,2
01/03/1996 12:00:00 AM,"184, chaussée de Tournai",01/31/1996 12:00:00 AM,Folies gourmandes,France,01/08/1996 12:00:00 AM,3,,37.35,10763,3,59000,FRANC,Lille,4
01/03/1996 12:00:00 AM,Kirchgasse 6,01/31/1996 12:00:00 AM,Ernst Handel,Austria,01/08/1996 12:00:00 AM,6,,145.45,10764,3,8010,AUSTR,Graz,1
01/04/1996 12:00:00 AM,Taucherstraße 10,02/01/1996 12:00:00 AM,QUICK-Stop,Germany,01/09/1996 12:00:00 AM,3,,42.74,10765,3,01307,GERMN,Cunewalde,10
01/05/1996 12:00:00 AM,"Boulevard Tirou, 255",02/02/1996 12:00:00 AM,Suprêmes délices,Belgium,01/15/1996 12:00:00 AM,4,,1.59,10767,3,B-6000,BELGM,Charleroi,2
01/05/1996 12:00:00 AM,Mehrheimerstr. 369,02/02/1996 12:00:00 AM,Ottilies Käseladen,Germany,01/09/1996 12:00:00 AM,4,,157.55,10766,1,50739,GERMN,Köln,9
01/08/1996 12:00:00 AM,"Brook Farm, Stratford St. Mary",02/05/1996 12:00:00 AM,Around the Horn,UK,01/15/1996 12:00:00 AM,3,Essex,146.32,10768,2,CO7 6JX,UKDST,Colchester,1
01/08/1996 12:00:00 AM,Smagsløget 45,02/05/1996 12:00:00 AM,Vaffeljernet,Denmark,01/12/1996 12:00:00 AM,3,,65.06,10769,1,8200,DENMR,Århus,2
01/09/1996 12:00:00 AM,"Rua do Paço, 67",02/06/1996 12:00:00 AM,Hanari Carnes,Brazil,01/17/1996 12:00:00 AM,8,RJ,5.32,10770,3,05454-876,BRAZL,Rio de Janeiro,4
01/10/1996 12:00:00 AM,Kirchgasse 6,02/07/1996 12:00:00 AM,Ernst Handel,Austria,02/02/1996 12:00:00 AM,9,,11.19,10771,2,8010,AUSTR,Graz,1
01/10/1996 12:00:00 AM,Magazinweg 7,02/07/1996 12:00:00 AM,Lehmanns Marktstand,Germany,01/19/1996 12:00:00 AM,3,,91.28,10772,2,60528,GERMN,Frankfurt a.M.,7
01/11/1996 12:00:00 AM,Kirchgasse 6,02/08/1996 12:00:00 AM,Ernst Handel,Austria,01/16/1996 12:00:00 AM,1,,96.43,10773,3,8010,AUSTR,Graz,1
01/11/1996 12:00:00 AM,Åkergatan 24,01/25/1996 12:00:00 AM,Folk och fä HB,Sweden,01/12/1996 12:00:00 AM,4,,48.2,10774,1,S-844 67,SWEDN,Bräcke,2
01/12/1996 12:00:00 AM,55 Grizzly Peak Rd.,02/09/1996 12:00:00 AM,The Cracker Box,USA,01/26/1996 12:00:00 AM,7,MT,20.25,10775,1,59801,USADI,Butte,11
01/15/1996 12:00:00 AM,"Av. Brasil, 442",01/29/1996 12:00:00 AM,Gourmet Lanchonetes,Brazil,02/21/1996 12:00:00 AM,7,SP,3.01,10777,2,04876-786,BRAZL,Campinas,3
